xbegin,ybegin,zbegin,xdif,ydif,zdif,number
2889,1867,900,538,0,-64,2,
2881,1867,900,629,1,-75,2,
2873,1867,900,721,4,-86,2,
2864,1867,900,817,1,-98,2,
2853,1867,900,915,0,-108,2,
2841,1867,900,1017,4,-120,2,
2828,1867,900,1121,1,-133,2,
2814,1867,900,1229,-1,-145,2,
2799,1867,900,1344,5,-157,2,
2782,1867,900,1459,0,-173,2,
2764,1867,900,1583,4,-186,2,
2744,1866,901,1705,-4,-202,2,
2723,1866,901,1841,2,-215,2,
2701,1846,921,1863,-18,-216,2,
2706,3538,2828,677,-11,25,2,
2710,3592,2775,324,4,-59,2,
2712,38,2728,182,2,-78,2,
752,2690,2698,76,50,2285,5,
782,2690,2699,76,50,2283,5,
808,2683,2691,76,50,2280,5,
835,2669,2677,76,50,2278,5,
860,2637,2644,76,50,2276,5,
886,2483,2489,76,50,2273,5,
885,1140,1146,76,50,2271,5,
860,998,1003,75,50,2269,5,
846,932,938,-328,-76,1188,5,
836,905,909,-201,86,900,5,
828,894,898,-87,49,773,5,
820,893,897,-16,13,645,5,
814,894,898,6,-7,523,5,
810,896,899,13,-9,398,5,
807,897,900,10,-6,275,5,
805,897,901,4,-2,152,5,
876,2701,2705,-2,-1,124,5,
879,2703,2706,-2,0,265,5,
884,2705,2708,-2,0,407,5,
890,2710,2713,-2,0,550,5,
898,2740,2743,8,0,622,5,
899,3597,0,23,10,191,5,
686,2487,1921,5672,275,-4736,5,
609,2413,1836,5667,275,-4731,5,
530,2373,1784,5661,274,-4727,5,
449,2349,1748,5655,274,-4722,5,
367,2334,1721,5650,274,-4717,5,
285,2325,1698,5644,274,-4712,5,
203,2320,1678,5638,273,-4708,5,
120,2318,1660,5633,273,-4703,5,
38,2318,1642,5627,273,-4698,5,
3556,2322,1625,5621,273,-4694,5,
3474,2327,1606,5616,272,-4689,5,
3393,2336,1586,5610,272,-4684,5,
3312,2349,1563,5605,272,-4680,5,
3231,2367,1536,5599,271,-4675,5,
3152,2393,1501,5593,271,-4670,5,
3074,2430,1455,5588,271,-4666,5,
2999,2489,1389,5582,271,-4661,5,
2930,2585,1285,5577,270,-4656,5,
2873,2755,1108,5571,270,-4652,5,
2843,3036,819,5565,270,-4647,5,
2857,3348,500,5560,270,-4642,5,
780,3046,2367,3529,291,-1535,5,
786,2836,2148,3716,397,-1089,5,
776,2631,1934,3712,397,-1088,5,
755,2472,1766,3773,396,-954,5,
738,2407,1693,2124,200,-500,5,
724,2357,1640,1876,91,-367,5,
708,2315,1595,1808,61,-355,5,
693,2281,1558,1731,47,-325,5,
678,2253,1527,1620,35,-294,5,
663,2229,1502,1528,27,-262,5,
649,2210,1480,1427,17,-227,5,
636,2193,1461,1340,9,-196,5,
624,2178,1445,1248,8,-165,5,
612,2165,1430,1167,8,-137,5,
601,2154,1417,1088,7,-108,5,
591,2144,1405,1016,8,-81,5,
582,2135,1395,946,9,-53,5,
573,2127,1385,879,1,-23,5,
565,2119,1375,817,-4,5,5,
558,2112,1367,757,-11,35,5,
552,2105,1358,696,-11,64,5,
546,2098,1350,641,-10,91,5,
541,2091,1343,588,-9,120,5,
536,2085,1335,537,-8,149,5,
532,2079,1327,488,-14,180,5,
529,2073,1320,441,-19,212,5,
526,2067,1312,396,-23,245,5,
524,2060,1305,352,-27,278,5,
522,2054,1297,310,-30,312,5,
521,2047,1289,266,-32,347,5,
521,2040,1281,226,-32,384,5,
521,2033,1272,186,-33,421,5,
521,2025,1263,146,-33,460,5,
522,2018,1254,108,-33,500,5,
524,2009,1244,72,-37,543,5,
526,2000,1233,35,-41,589,5,
528,1991,1222,-1,-44,636,5,
531,1981,1210,-38,-46,685,5,
534,1970,1197,-77,-47,737,5,
538,1958,1182,-114,-47,790,5,
542,1945,1167,-152,-46,846,5,
547,1931,1151,-187,-50,907,5,
552,1915,1133,-224,-53,970,5,
557,1899,1113,-262,-56,1037,5,
562,1880,1092,-301,-60,1107,5,
568,1860,1068,-340,-62,1180,5,
573,1837,1042,-380,-66,1259,5,
579,1813,1014,-420,-68,1339,5,
584,1786,983,-463,-72,1427,5,
589,1756,949,-505,-73,1514,5,
594,1723,912,-561,-58,1607,5,
600,1704,889,-739,31,869,5,
869,3524,2701,110,-1,16,5,
872,3524,2702,247,-1,35,5,
876,3525,2703,386,-1,53,5,
882,3527,2704,526,0,72,5,
890,3531,2708,668,0,90,5,
898,3546,2723,656,1,80,5,
899,823,0,192,19,5,5,
3599,3588,3353,-207,233,518,3,
3599,3588,3363,-207,233,518,3,
3597,3590,3369,-207,232,517,3,
3594,3593,3375,-206,232,517,3,
3592,3596,3381,-206,232,516,3,
3590,3598,3387,-206,232,515,3,
3589,3598,3396,-42,-2,789,3,
3590,3597,3405,99,-32,866,3,
3593,3597,3416,202,-4,947,3,
3596,3597,3428,306,-16,1019,3,
3599,3597,3441,226,16,1151,3,
0,3597,3456,69,27,1298,3,
0,3597,3472,-16,0,1400,3,
0,3597,3490,-41,-1,1511,3,
0,3597,3508,-29,-11,1626,3,
3599,3597,3528,-16,-9,1748,3,
3599,3597,3550,-4,-11,1869,3,
3599,3597,3573,-5,-4,2004,3,
0,3597,3597,0,-17,2066,3,
0,3596,6,59,-11,743,3,
0,3596,10,-2,5,345,3,
0,3597,12,-48,5,210,3,
3526,2816,1263,5626,-444,-1115,6,
3538,2821,1194,5790,-106,-826,6,
3543,2826,1127,5785,-106,-825,6,
3549,2831,1060,5779,-106,-824,6,
3555,2836,993,5773,-106,-823,6,
3562,2839,926,5767,-106,-822,6,
3569,2842,860,5761,-106,-822,6,
3576,2844,794,5756,-106,-821,6,
3583,2845,727,5750,-106,-820,6,
3596,2847,678,4595,160,-449,6,
4,2848,629,4296,16,-405,6,
12,2847,580,4292,16,-405,6,
20,2846,532,4287,16,-404,6,
28,2844,483,4283,16,-404,6,
35,2842,434,4279,16,-404,6,
43,2838,386,4274,16,-403,6,
50,2835,337,4270,16,-403,6,
57,2830,288,4266,16,-402,6,
63,2825,239,4262,16,-402,6,
69,2820,190,4257,16,-402,6,
74,2814,141,4253,16,-401,6,
79,2807,92,4249,16,-401,6,
84,2801,43,4245,16,-400,6,
87,2793,3593,4240,16,-400,6,
90,2786,3544,4236,16,-400,6,
93,2778,3495,4232,16,-399,6,
79,2776,3460,2727,279,-1707,6,
61,2776,3428,2582,296,-1829,6,
44,2777,3397,2580,296,-1827,6,
27,2778,3365,2549,307,-1823,6,
10,2780,3334,2480,280,-1852,6,
3599,2780,3306,2272,-18,-1323,6,
3592,2779,3279,2184,-41,-883,6,
3587,2779,3254,2125,-16,-722,6,
3583,2780,3229,2086,-6,-648,6,
3580,2780,3205,2073,-12,-585,6,
3577,2781,3181,2049,-11,-515,6,
3575,2782,3157,2048,-3,-446,6,
3574,2783,3133,2047,-2,-376,6,
3574,2784,3109,2059,4,-309,6,
3575,2785,3085,2077,6,-243,6,
3577,2786,3061,2104,9,-178,6,
3579,2788,3037,2135,18,-114,6,
3582,2789,3012,2176,21,-52,6,
3586,2790,2987,2232,22,7,6,
3591,2790,2961,2289,22,65,6,
3597,2791,2934,2374,6,115,6,
0,2790,2906,2464,-53,-112,6,
1,2789,2876,2583,-43,-297,6,
2,2789,2845,2669,-18,-374,6,
2,2788,2814,2747,-9,-424,6,
2,2788,2781,2834,-7,-474,6,
1,2788,2747,2935,-4,-525,6,
0,2788,2711,3051,-3,-565,6,
3599,2788,2692,1615,-9,-356,6,
3598,2788,2682,823,10,-123,6,
3599,2788,2674,669,-2,-71,6,
3599,2788,2668,526,12,-61,6,
3599,2788,2664,387,7,-49,6,
3599,2788,2661,249,2,-36,6,
2973,836,881,606,-361,-44,2,
2970,829,893,407,199,260,2,
2966,825,901,271,129,332,2,
2962,820,906,161,6,372,2,
2958,818,908,28,-19,407,2,
2953,818,908,-79,-22,442,2,
2947,822,904,-192,9,481,2,
2940,825,901,-200,-6,559,2,
2932,826,899,-142,-12,660,2,
2924,827,898,-100,-2,742,2,
2914,826,899,-90,0,824,2,
2904,826,899,-103,4,905,2,
2892,825,900,-121,1,991,2,
2880,826,900,-140,6,1079,2,
2866,825,900,-153,0,1171,2,
2852,826,900,-166,5,1268,2,
2836,826,900,-177,0,1369,2,
2819,826,900,-191,4,1476,2,
2800,825,900,-204,0,1585,2,
2781,826,900,-221,4,1703,2,
2759,825,900,-235,-4,1821,2,
2737,825,900,-255,3,1951,2,
2713,821,904,-268,-13,2076,2,
2703,2590,2735,-208,2,1409,2,
2710,2590,2735,-101,-6,601,2,
2714,2604,2721,-38,-7,378,2,
2717,2618,2707,-21,1,243,2,
2841,959,1440,-431,33,570,2,
2834,982,1417,-400,35,684,2,
2826,1007,1392,-372,41,800,2,
2816,1036,1363,-345,44,918,2,
2806,1071,1328,-318,43,1038,2,
2794,1114,1284,-296,47,1163,2,
2782,1172,1226,-273,47,1287,2,
2770,1255,1143,-254,50,1420,2,
2758,1379,1019,-234,48,1548,2,
2746,1506,891,288,-6,1441,2,
2730,1649,747,946,-46,1262,2,
2717,1996,400,1173,-12,1215,2,
2713,2472,3524,971,0,504,2,
2711,2899,3097,787,17,-136,2,
2713,3236,2760,581,9,-260,2,
3579,3578,3561,1993,80,-1540,3,
3599,3580,3546,1872,91,-1241,3,
12,3581,3539,1076,112,-540,3,
21,3582,3535,864,53,-365,3,
30,3582,3531,753,56,-308,3,
37,3583,3528,666,12,-204,3,
44,3582,3527,571,0,-115,3,
49,3582,3526,467,5,-29,3,
53,3582,3527,365,0,56,3,
56,3583,3529,266,0,147,3,
58,3583,3531,170,-3,242,3,
59,3583,3535,75,-7,333,3,
59,3584,3540,-19,-9,425,3,
58,3584,3546,-113,-11,518,3,
56,3585,3553,-208,-12,612,3,
52,3585,3561,-313,14,698,3,
48,3587,3571,-414,29,788,3,
42,3588,3581,-510,30,886,3,
35,3589,3592,-605,31,995,3,
3598,3590,3599,226,0,31,3,
3599,3590,0,139,-2,14,3,
187,640,916,12043,1063,-10199,5,
331,677,983,9934,475,-9303,5,
469,744,1078,9924,474,-9294,5,
593,879,1238,9914,474,-9284,5,
677,1155,1539,9904,473,-9275,5,
671,1544,1951,9894,473,-9266,5,
581,1801,2233,9885,473,-9256,5,
456,1926,2383,9875,472,-9247,5,
318,1989,2474,9865,472,-9238,5,
175,2022,2539,9855,471,-9229,5,
30,2037,2593,9845,471,-9220,5,
3484,2039,2644,9835,470,-9210,5,
3339,2026,2699,9825,470,-9201,5,
3196,1993,2768,9816,469,-9192,5,
3059,1922,2872,9806,469,-9183,5,
2938,1757,3067,9796,468,-9173,5,
2872,1377,3476,9786,468,-9164,5,
2919,957,325,9776,467,-9155,5,
3033,761,550,9767,467,-9146,5,
3168,678,664,9757,466,-9137,5,
3309,640,738,9747,466,-9128,5,
3453,624,794,9737,465,-9119,5,
3597,623,845,9728,465,-9109,5,
141,635,897,9718,465,-9100,5,
283,662,958,9708,464,-9091,5,
420,714,1038,9698,464,-9082,5,
548,815,1164,9689,463,-9073,5,
650,1019,1393,9679,463,-9064,5,
687,1379,1775,9669,462,-9055,5,
629,1705,2125,9660,462,-9046,5,
519,1877,2321,9650,461,-9037,5,
389,1962,2433,9640,461,-9028,5,
251,2007,2507,9631,460,-9019,5,
110,2030,2564,9621,460,-9010,5,
3568,2039,2615,9611,459,-9001,5,
3425,2035,2665,9602,459,-8992,5,
3284,2017,2723,9592,459,-8983,5,
3146,1974,2799,9583,458,-8974,5,
3016,1882,2922,9573,458,-8965,5,
2908,1667,3166,9563,457,-8956,5,
2874,1238,23,9554,457,-8947,5,
2945,887,402,9544,456,-8938,5,
3065,735,583,9535,456,-8929,5,
3198,667,683,9525,455,-8920,5,
3337,636,750,9516,455,-8911,5,
3477,623,803,9506,454,-8902,5,
18,624,852,9497,454,-8893,5,
158,637,904,9487,454,-8884,5,
296,666,964,9478,453,-8876,5,
430,720,1046,9468,453,-8867,5,
554,822,1173,9459,452,-8858,5,
652,1027,1401,9449,452,-8849,5,
687,1380,1777,9440,451,-8840,5,
631,1700,2120,9430,451,-8831,5,
524,1872,2315,9421,450,-8822,5,
398,1958,2426,9412,450,-8814,5,
264,2004,2501,9402,449,-8805,5,
127,2029,2558,9393,449,-8796,5,
3588,2039,2608,9383,449,-8787,5,
3449,2037,2657,9374,448,-8778,5,
3311,2022,2711,9365,448,-8770,5,
3175,1986,2781,9355,447,-8761,5,
3045,1911,2886,9346,447,-8752,5,
2890,1802,3000,12332,-35,-6124,5,
2784,1263,3549,12320,-35,-6118,5,
2864,569,654,12308,-35,-6112,5,
3010,426,809,12295,-35,-6106,5,
3154,366,881,11812,117,-5531,5,
3301,346,915,11800,116,-5526,5,
3448,338,941,11788,116,-5520,5,
3595,336,963,11776,116,-5515,5,
142,340,986,11765,116,-5509,5,
289,351,1012,11753,116,-5504,5,
435,374,1048,11741,116,-5498,5,
579,422,1107,11729,116,-5493,5,
715,549,1246,11718,116,-5487,5,
808,1072,1779,11706,116,-5482,5,
737,1709,2426,11694,115,-5476,5,
603,1866,2594,11682,115,-5471,5,
461,1921,2661,11671,115,-5465,5,
316,1947,2699,11659,115,-5460,5,
171,1959,2726,11647,115,-5454,5,
25,1965,2749,11636,115,-5449,5,
3480,1964,2771,11624,115,-5443,5,
3335,1957,2796,11613,115,-5438,5,
3190,1941,2826,11601,114,-5432,5,
3052,1936,2837,11419,82,-3906,5,
2915,1907,2871,11407,82,-3902,5,
2781,1773,3009,11396,82,-3898,5,
2769,444,743,11385,82,-3894,5,
2902,275,916,11373,82,-3891,5,
3038,243,953,11362,82,-3887,5,
3175,230,971,11350,82,-3883,5,
3311,227,979,11102,164,-4040,5,
3446,226,986,11091,164,-4036,5,
3581,227,993,11080,164,-4032,5,
115,230,999,11068,164,-4027,5,
250,234,1008,11057,164,-4023,5,
378,216,983,9966,-383,-5693,5,
507,190,953,9956,-382,-5688,5,
635,139,898,9946,-382,-5682,5,
757,3596,751,9937,-382,-5676,5,
828,2937,88,9927,-381,-5671,5,
744,2371,3118,9917,-381,-5665,5,
621,2247,2990,9907,-381,-5659,5,
494,2200,2939,9897,-380,-5654,5,
365,2176,2911,9887,-380,-5648,5,
235,2162,2892,9877,-379,-5642,5,
106,2154,2877,9867,-379,-5637,5,
3576,2148,2865,9857,-379,-5631,5,
3447,2146,2854,9847,-378,-5625,5,
3318,2146,2842,9838,-378,-5620,5,
3188,2150,2828,9828,-378,-5614,5,
3059,2160,2809,9818,-377,-5608,5,
2931,2185,2774,9808,-377,-5603,5,
2805,2283,2668,9798,-376,-5597,5,
2743,3407,1537,9789,-376,-5592,5,
2861,174,1161,9779,-376,-5586,5,
2988,223,1104,9769,-375,-5580,5,
3116,240,1078,9759,-375,-5575,5,
3244,246,1062,9749,-375,-5569,5,
3364,255,1040,8837,-211,-5834,5,
3484,257,1022,8828,-211,-5828,5,
4,257,1006,8819,-210,-5822,5,
124,252,989,8810,-210,-5816,5,
244,244,970,8801,-210,-5810,5,
360,213,924,8358,-424,-6612,5,
475,173,870,8349,-424,-6606,5,
586,100,786,8341,-423,-6599,5,
686,3550,625,8333,-423,-6593,5,
750,3219,284,8324,-422,-6586,5,
731,2782,3435,8316,-422,-6579,5,
647,2540,3183,8308,-421,-6573,5,
542,2431,3062,8299,-421,-6566,5,
429,2375,2994,8291,-421,-6560,5,
314,2342,2948,8283,-420,-6553,5,
197,2322,2914,8275,-420,-6547,5,
80,2310,2885,8266,-419,-6540,5,
3562,2305,2859,8258,-419,-6533,5,
3444,2304,2833,8250,-419,-6527,5,
3326,2310,2806,8241,-418,-6520,5,
3209,2323,2773,8233,-418,-6514,5,
3093,2350,2728,8225,-417,-6507,5,
2980,2405,2656,8217,-417,-6501,5,
2874,2540,2505,8209,-416,-6494,5,
2802,2949,2081,8200,-416,-6488,5,
2837,3512,1502,8192,-416,-6481,5,
2935,121,1278,8184,-415,-6475,5,
459,2491,2801,5502,246,-5052,5,
381,2461,2753,5496,245,-5047,5,
302,2441,2713,5491,245,-5042,5,
223,2429,2679,5485,245,-5037,5,
143,2422,2648,5480,245,-5032,5,
62,2420,2619,5474,244,-5027,5,
3582,2421,2591,5469,244,-5022,5,
3502,2427,2562,5464,244,-5017,5,
2990,1049,897,136,-1,65,2,
2988,1047,899,122,11,134,2,
2986,1047,900,87,7,211,2,
2983,1047,900,70,1,277,2,
2979,1047,900,74,0,338,2,
2974,1047,900,92,0,396,2,
2969,1047,900,115,1,455,2,
2962,1047,899,134,2,517,2,
2956,1047,899,153,3,581,2,
2948,1047,900,172,0,648,2,
2939,1047,900,190,0,717,2,
2930,1047,900,207,0,788,2,
2920,1047,900,227,4,863,2,
2909,1047,900,249,0,941,2,
2896,1047,900,269,0,1022,2,
2883,1047,900,291,4,1108,2,
2869,1047,900,316,0,1196,2,
2854,1047,900,340,4,1290,2,
2837,1047,900,367,0,1387,2,
2820,1047,900,393,5,1491,2,
2801,1047,900,422,-1,1596,2,
2780,1047,900,451,4,1712,2,
2759,1047,900,482,-4,1826,2,
2735,1047,900,513,2,1955,2,
2711,1042,905,548,-14,2075,2,
2701,2667,2880,222,11,1078,2,
2706,2762,2785,95,-2,385,2,
2709,2808,2738,100,-5,186,2,
238,397,798,962,-107,-717,5,
251,397,799,972,-108,-627,5,
264,397,802,988,-111,-540,5,
276,397,806,1005,-109,-454,5,
288,398,811,1024,-102,-370,5,
299,400,816,1047,-89,-287,5,
310,403,824,1070,-71,-204,5,
320,407,832,1096,-48,-120,5,
331,411,842,1136,-43,-40,5,
340,417,853,1175,-34,39,5,
350,424,865,1222,-27,120,5,
359,432,879,1268,-16,200,5,
368,441,895,1298,2,256,5,
375,447,903,861,13,-41,5,
382,449,908,641,2,-203,5,
389,451,911,552,0,-265,5,
395,452,912,471,1,-325,5,
3562,3596,760,326,-45,7,1,
3567,3595,761,416,-24,95,1,
3573,3595,763,507,-5,182,1,
3580,3595,766,604,10,269,1,
3588,3594,770,721,-35,327,1,
3597,3594,775,762,-1,436,1,
1,3595,782,338,37,704,1,
3,3596,793,140,32,900,1,
3,3596,804,47,-17,1006,1,
3,3596,817,-48,-16,1090,1,
1,3596,830,-154,17,1172,1,
0,3596,845,-116,-15,1321,1,
3599,3596,862,-49,-14,1481,1,
3599,3595,881,-8,-7,1617,1,
3599,3595,899,2,-1,1539,1,
3598,3595,905,-66,-17,546,1,
3599,3595,908,25,-4,241,1,
3599,3595,909,37,1,107,1,
3550,3204,1627,1152,-33,-909,1,
3564,3204,1624,1151,-33,-908,1,
3568,3205,1607,1150,-32,-908,1,
3571,3205,1591,1149,-32,-907,1,
3575,3206,1574,1148,-32,-906,1,
3578,3206,1558,1147,-32,-905,1,
3582,3206,1542,1145,-32,-904,1,
3585,3206,1525,1144,-32,-903,1,
3589,3206,1509,1143,-32,-902,1,
3593,3206,1493,1142,-32,-901,1,
3596,3206,1477,1141,-32,-900,1,
0,3205,1460,1140,-32,-899,1,
2869,812,895,11,10,247,2,
2865,809,898,21,16,342,2,
2860,807,900,-27,16,443,2,
2854,807,901,-74,7,542,2,
2846,807,901,-112,2,638,2,
2838,808,900,-130,3,742,2,
2828,808,900,-141,-1,851,2,
2817,808,900,-155,-1,960,2,
2804,808,900,-172,4,1072,2,
2791,808,900,-189,0,1187,2,
2775,808,900,-210,5,1307,2,
2759,807,900,-229,0,1428,2,
2741,807,901,-253,4,1557,2,
2721,805,902,-271,-7,1684,2,
2701,804,904,-280,0,1693,2,
2705,2454,2854,-185,-27,583,2,
2708,2530,2777,-27,0,276,2,
2709,2579,2729,33,2,134,2,
3248,3104,3569,-140,-3,246,3,
3249,3101,3574,-203,0,328,3,
3251,3097,3580,-266,4,411,3,
3253,3093,3588,-329,10,494,3,
3255,3088,3597,-344,1,552,3,
3258,3085,1,-39,-19,401,3,
3262,3085,3,164,8,324,3,
3267,3085,2,271,-2,279,3,
3272,3086,1,344,2,265,3,
3277,3086,0,349,4,328,3,
3283,3087,3599,342,3,397,3,
3290,3087,3599,349,-2,449,3,
3297,3086,3599,376,-2,492,3,
3305,3086,0,413,-2,531,3,
3313,3086,0,453,-1,570,3,
3322,3086,0,493,-1,613,3,
3332,3086,0,531,-3,660,3,
3342,3086,0,570,-1,712,3,
3353,3086,0,612,-2,765,3,
3365,3086,0,657,-3,822,3,
3378,3086,0,704,-2,881,3,
3392,3086,0,754,-3,943,3,
3407,3086,0,807,-4,1009,3,
3423,3086,0,862,-4,1079,3,
3440,3086,0,921,-5,1153,3,
3458,3086,0,982,-5,1230,3,
3477,3086,0,1048,-5,1313,3,
3498,3085,0,1116,-7,1396,3,
3520,3085,0,1189,-5,1491,3,
3543,3085,0,1265,-11,1580,3,
3568,3085,0,1345,-3,1688,3,
3594,3085,0,1398,-18,1741,3,
4,3085,2,384,-21,760,3,
9,3085,1,274,5,270,3,
11,3085,0,211,1,124,3,
12,3085,0,82,1,23,3,
3532,3512,2649,1973,120,-1956,6,
3553,3516,2627,2067,54,-1837,6,
3573,3518,2602,2064,53,-1835,6,
3594,3520,2578,2062,53,-1833,6,
3597,3517,2408,121,2,-3,6,
3599,3517,2408,134,6,53,6,
0,3517,2410,52,10,115,6,
0,3517,2411,-14,3,165,6,
0,3517,2414,-47,-2,216,6,
0,3517,2417,-57,-4,274,6,
3599,3517,2421,-57,-3,336,6,
3599,3517,2426,-58,-2,397,6,
3599,3517,2431,-64,-1,460,6,
3599,3517,2437,-73,-1,524,6,
0,3517,2444,-83,-3,590,6,
0,3517,2452,-95,-1,659,6,
0,3517,2460,-105,-1,729,6,
0,3517,2469,-116,-2,803,6,
0,3517,2480,-127,-4,879,6,
0,3517,2491,-140,-2,959,6,
0,3517,2503,-151,-3,1042,6,
0,3517,2516,-164,-5,1129,6,
0,3517,2530,-177,-3,1220,6,
0,3517,2545,-191,-5,1316,6,
0,3517,2562,-206,-5,1416,6,
0,3516,2579,-222,-5,1522,6,
0,3516,2598,-237,-7,1630,6,
0,3516,2618,-255,-5,1747,6,
0,3516,2640,-270,-10,1864,6,
3599,3516,2663,-293,-4,1995,6,
0,3516,2688,-306,-18,2119,6,
3599,3516,2701,-211,-9,1131,6,
3599,3516,2708,-69,-4,474,6,
3599,3516,2710,5,-1,264,6,
0,3516,2712,6,0,119,6,
3498,3121,3524,2445,1163,-1832,6,
3505,3138,3492,2655,1077,-1244,6,
3517,3156,3460,2653,1076,-1243,6,
3529,3172,3429,2650,1074,-1241,6,
3542,3188,3398,2647,1073,-1240,6,
3556,3203,3367,2645,1072,-1239,6,
3570,3217,3337,2642,1071,-1238,6,
3586,3231,3307,2640,1070,-1236,6,
2,3243,3278,2637,1069,-1235,6,
18,3255,3249,2634,1068,-1234,6,
26,3258,3220,1956,252,-1663,6,
32,3259,3193,1844,113,-1625,6,
39,3258,3166,1776,96,-1594,6,
45,3257,3140,1730,83,-1602,6,
50,3256,3113,1680,74,-1622,6,
3553,3200,2693,-393,19,612,6,
3557,3198,2700,-171,-85,701,6,
3564,3198,2704,307,-23,657,6,
3573,3197,2706,509,6,666,6,
3584,3197,2706,646,0,651,6,
3595,3197,2706,780,5,641,6,
1,3197,2703,599,-11,52,6,
859,2798,2702,33,2,200,5,
863,2798,2702,56,3,336,5,
868,2799,2703,79,3,472,5,
875,2800,2704,103,1,609,5,
884,2801,2705,130,-1,746,5,
894,2806,2711,151,-5,884,5,
900,95,0,92,6,410,5,
3599,429,2621,76,0,81,6,
3599,429,2624,161,0,174,6,
3599,429,2628,247,0,266,6,
3599,429,2634,334,0,360,6,
3599,429,2641,422,0,454,6,
3599,429,2649,511,0,549,6,
3599,429,2660,602,0,647,6,
3599,429,2671,695,0,747,6,
3599,429,2685,790,-2,848,6,
0,429,2698,830,-8,880,6,
0,429,2703,271,-8,229,6,
0,429,2704,59,3,55,6,
3599,3505,2687,-51,-3,266,6,
3599,3504,2691,-72,-1,408,6,
3599,3504,2697,-82,0,528,6,
0,3504,2701,-21,3,266,6,
0,3268,868,-234,0,359,1,
0,3268,875,-311,0,475,1,
0,3268,883,-388,0,592,1,
0,3268,893,-467,-1,710,1,
0,3267,899,-291,-20,419,1,
317,892,899,0,0,141,1,
315,892,899,-1,0,188,1,
312,892,899,-2,0,237,1,
309,892,899,-3,-1,286,1,
305,892,899,-4,-1,337,1,
300,892,899,-4,-1,389,1,
295,892,899,-5,-2,442,1,
289,892,899,-5,-2,497,1,
283,892,899,-5,-3,554,1,
276,892,899,-6,-3,613,1,
268,892,899,-8,-3,675,1,
260,892,899,-10,-1,740,1,
251,892,899,-10,-1,807,1,
241,892,899,-10,-2,877,1,
230,892,899,-12,-4,950,1,
218,892,899,-14,-2,1028,1,
205,892,899,-14,-3,1108,1,
191,892,899,-15,-4,1194,1,
177,892,899,-17,-3,1283,1,
161,892,899,-18,-5,1377,1,
144,892,899,-20,-5,1475,1,
126,892,899,-21,-5,1580,1,
106,891,899,-22,-7,1688,1,
86,891,899,-25,-5,1805,1,
64,891,899,-24,-10,1921,1,
40,891,899,-30,-4,2053,1,
15,891,899,-26,-17,2176,1,
3595,891,899,-27,0,1779,1,
3585,891,899,-41,-11,767,1,
3579,891,899,-11,12,565,1,
3574,891,899,-10,-1,421,1,
3571,891,899,0,-1,281,1,
3570,891,899,1,-1,141,1,
614,3099,328,2650,166,-2632,3,
607,3024,239,2691,176,-2637,3,
596,2953,156,2688,176,-2634,3,
579,2889,78,2685,176,-2632,3,
559,2833,9,2683,176,-2629,3,
3558,2640,14,-1051,-64,1546,3,
3580,2640,23,-979,53,1774,3,
0,2640,28,-639,-7,1730,3,
12,2638,25,197,-76,1036,3,
21,2638,19,403,-22,821,3,
28,2637,12,514,-6,735,3,
35,2637,5,618,5,653,3,
39,2636,0,366,-27,375,3,
40,2636,3598,133,-16,85,3,
3598,2636,3599,-18,-2,139,3,
0,25,3268,5,0,130,3,
0,25,3270,7,0,172,3,
0,25,3273,9,0,216,3,
0,25,3276,11,0,260,3,
0,25,3279,13,0,306,3,
0,25,3283,15,0,352,3,
0,25,3288,18,0,400,3,
0,25,3293,20,0,450,3,
0,25,3299,22,-2,501,3,
0,25,3305,24,-1,555,3,
0,25,3312,27,0,610,3,
0,25,3320,30,-1,668,3,
0,25,3328,32,-3,728,3,
0,25,3337,34,-1,792,3,
0,25,3347,37,-1,858,3,
0,25,3358,41,-3,928,3,
0,25,3369,43,-2,1001,3,
0,25,3382,47,-3,1078,3,
0,25,3395,50,-4,1160,3,
0,25,3409,54,-3,1245,3,
0,24,3425,58,-5,1335,3,
0,24,3441,62,-4,1429,3,
0,24,3459,66,-5,1530,3,
0,24,3478,71,-6,1633,3,
0,24,3498,75,-5,1745,3,
0,24,3519,81,-9,1858,3,
0,24,3542,84,-4,1984,3,
0,24,3566,93,-14,2105,3,
3599,24,3592,93,-2,2247,3,
0,23,3,107,-13,936,3,
1,24,8,16,4,354,3,
0,24,10,-42,6,209,3,
361,1345,900,124,3,19,1,
360,1345,900,108,1,83,1,
358,1345,900,108,0,127,1,
355,1345,900,128,0,154,1,
353,1344,900,157,0,174,1,
350,1344,899,187,0,194,1,
346,1344,899,215,0,217,1,
342,1344,899,242,0,243,1,
338,1344,900,268,0,271,1,
333,1344,900,296,-1,301,1,
328,1344,900,325,0,332,1,
322,1344,900,355,0,363,1,
315,1344,899,387,0,396,1,
308,1344,899,421,-1,429,1,
301,1344,899,457,-2,465,1,
293,1344,899,494,-1,503,1,
284,1344,899,533,-1,543,1,
275,1344,899,574,-1,584,1,
265,1344,899,617,-3,629,1,
254,1344,899,663,-1,676,1,
242,1344,899,711,-2,725,1,
230,1344,899,762,-4,777,1,
216,1344,899,816,-2,832,1,
202,1344,899,873,-4,891,1,
187,1344,899,933,-3,952,1,
170,1344,899,997,-4,1017,1,
153,1344,899,1063,-5,1085,1,
134,1344,899,1134,-5,1158,1,
