xbegin,ybegin,zbegin,xdif,ydif,zdif,number
375,170,840,2280,-44,-1346,5,
404,164,831,2265,-47,-1290,5,
433,158,822,2258,-47,-1238,5,
462,151,814,2261,-44,-1189,5,
490,144,805,2273,-42,-1145,5,
519,137,795,2293,-37,-1105,5,
547,128,786,2321,-29,-1069,5,
576,120,775,2360,-16,-1036,5,
606,110,764,2403,-2,-1007,5,
635,99,751,2455,13,-981,5,
666,86,736,2516,30,-959,5,
696,70,718,2586,48,-942,5,
728,48,695,2664,66,-929,5,
760,18,663,2751,83,-923,5,
793,3569,612,2847,98,-924,5,
825,3476,516,2946,117,-929,5,
853,3252,289,3058,138,-928,5,
867,2702,3334,3365,276,-499,5,
865,2177,2809,2251,11,859,5,
855,2002,2631,1244,102,480,5,
846,1923,2552,901,80,354,5,
838,1877,2504,764,30,290,5,
832,1847,2474,625,23,233,5,
825,1827,2453,546,58,191,5,
821,1814,2439,405,40,152,5,
818,1805,2430,273,17,117,5,
816,1798,2423,141,2,79,5,
887,279,907,322,-1,-165,5,
893,287,915,450,-1,-231,5,
898,2973,0,394,13,-211,5,
0,16,851,4,0,154,1,
0,16,855,8,0,289,1,
0,16,860,12,0,424,1,
0,16,866,16,-1,559,1,
0,16,874,20,-3,696,1,
0,16,884,21,-8,834,1,
0,16,895,25,0,979,1,
3599,16,900,-37,2,428,1,
2726,970,3596,-80,-8,334,2,
2721,978,3588,43,3,486,2,
2714,974,3593,88,9,621,2,
2705,962,5,101,8,758,2,
2700,967,0,54,-7,468,2,
2702,2747,1819,8,-1,202,2,
2714,841,1273,696,22,-561,2,
2716,599,1515,556,-19,32,2,
2718,406,1708,517,-6,112,2,
2721,315,1799,296,16,80,2,
851,3045,1,84,2,123,5,
854,3045,1,161,3,235,5,
859,3046,1,238,4,348,5,
866,3046,1,315,3,460,5,
874,3046,2,393,2,574,5,
883,3048,3,472,0,688,5,
894,3055,10,551,-6,802,5,
898,3045,0,218,16,420,5,
897,1023,1579,63,-2,79,5,
3537,3463,754,3615,-2,-433,5,
3582,3462,744,3367,253,-306,5,
14,3464,735,2831,83,-112,5,
40,3466,729,2344,138,26,5,
64,3467,724,2171,137,65,5,
87,3467,719,2078,104,106,5,
110,3468,716,1979,95,132,5,
131,3468,712,1890,93,162,5,
152,3469,710,1798,91,196,5,
171,3469,708,1716,91,231,5,
190,3470,707,1638,91,268,5,
209,3471,706,1568,92,306,5,
226,3472,706,1503,93,347,5,
244,3473,707,1445,94,389,5,
260,3475,708,1391,96,433,5,
276,3477,711,1343,98,478,5,
292,3480,714,1300,101,527,5,
308,3483,718,1261,103,577,5,
323,3487,723,1228,106,630,5,
338,3491,729,1199,109,685,5,
353,3497,736,1176,112,743,5,
367,3503,744,1156,115,804,5,
382,3510,754,1143,119,868,5,
396,3519,765,1132,120,934,5,
411,3528,778,1129,124,1005,5,
425,3539,792,1127,124,1077,5,
439,3552,809,1136,127,1156,5,
453,3567,827,1143,122,1233,5,
467,3583,848,1170,116,1320,5,
481,2,872,1187,97,1400,5,
495,20,896,1251,22,1376,5,
510,30,911,1294,-93,722,5,
524,38,921,1338,-14,486,5,
540,46,930,1364,26,391,5,
555,52,939,1362,-6,305,5,
571,58,946,1383,-4,219,5,
586,63,952,1400,-24,131,5,
603,67,957,1431,-24,44,5,
619,69,960,1461,-42,-43,5,
636,70,962,1504,-41,-127,5,
654,69,961,1548,-56,-215,5,
673,66,958,1605,-48,-297,5,
692,59,952,1666,-55,-383,5,
713,49,942,1736,-38,-460,5,
734,34,927,1822,-24,-539,5,
756,15,906,1914,-12,-566,5,
781,2,893,2181,41,-291,5,
808,3590,881,2330,-4,-156,5,
836,3578,868,2439,8,-86,5,
865,3552,842,2539,8,-40,5,
895,3323,613,2640,15,62,5,
891,2010,2900,1002,14,-13,5,
885,1882,2772,509,-4,87,5,
882,1828,2718,356,0,80,5,
879,1810,2700,209,13,25,5,
2837,1135,179,-1032,-96,1297,2,
2828,1212,99,-1079,-90,1411,2,
2820,1296,11,-949,-181,1517,2,
2808,1355,3549,-20,-52,1506,2,
2793,1416,3488,319,25,1525,2,
2779,1487,3416,456,-15,1506,2,
2765,1589,3313,559,24,1537,2,
2754,1735,3166,673,-16,1535,2,
2746,1946,2954,791,-15,1554,2,
2743,2184,2714,925,-70,1371,2,
2739,2313,2581,875,-288,292,2,
2732,2467,2424,1040,-209,-57,2,
2727,2666,2222,1002,-163,-169,2,
2727,2917,1971,1032,-44,-223,2,
2728,3086,1801,616,-25,-246,2,
2700,1288,0,75,-1,41,2,
662,3087,2930,1102,82,-1046,5,
661,3048,2886,1189,90,-1028,5,
659,3007,2840,1277,91,-1010,5,
656,2965,2793,1374,93,-1007,5,
653,2922,2744,1467,80,-1001,5,
649,2883,2699,1447,113,-881,5,
648,2866,2675,808,354,-310,5,
649,2850,2656,708,27,-140,5,
650,2834,2639,628,-22,-62,5,
652,2821,2625,554,-18,20,5,
654,2810,2613,477,-19,100,5,
657,2800,2603,402,-20,183,5,
661,2793,2595,328,-22,264,5,
665,2787,2590,256,-23,347,5,
670,2784,2586,185,-24,430,5,
676,2783,2585,100,14,502,5,
683,2786,2587,19,42,580,5,
690,2791,2593,-56,58,663,5,
698,2800,2601,-128,63,752,5,
707,2812,2613,-205,83,840,5,
717,2829,2630,-274,82,936,5,
728,2851,2652,-336,67,1038,5,
739,2878,2680,-385,24,1160,5,
753,2900,2703,-114,-24,1312,5,
769,2912,2717,230,-65,1401,5,
786,2924,2729,363,16,1491,5,
805,2933,2738,480,-13,1532,5,
824,2941,2747,582,0,1591,5,
845,2946,2751,696,-15,1654,5,
866,2946,2751,799,-5,1721,5,
890,2935,2740,865,-3,1849,5,
897,1322,1127,432,39,829,5,
894,1226,1031,105,-5,257,5,
2775,1116,1,49,0,124,2,
2772,1116,1,96,0,241,2,
2767,1116,1,143,0,360,2,
2761,1116,1,191,0,479,2,
2754,1116,1,239,0,600,2,
2745,1116,1,287,2,723,2,
2735,1115,2,338,0,847,2,
2723,1115,2,390,3,974,2,
2709,1112,5,440,8,1101,2,
2700,1117,0,329,8,690,2,
2702,3196,1521,111,4,201,2,
3534,3459,742,3765,-356,-763,5,
3580,3457,728,3547,-32,-590,5,
14,3458,716,3116,25,-350,5,
41,3460,706,2485,162,-229,5,
66,3461,697,2304,156,-188,5,
90,3462,689,2201,142,-158,5,
113,3462,682,2122,129,-130,5,
135,3462,675,2024,125,-100,5,
157,3461,669,1941,123,-70,5,
177,3461,663,1858,123,-39,5,
197,3461,658,1787,123,-8,5,
216,3461,653,1719,123,23,5,
235,3460,649,1660,123,55,5,
253,3460,645,1605,124,88,5,
270,3460,642,1557,125,122,5,
288,3460,639,1515,127,156,5,
305,3461,637,1479,128,191,5,
321,3461,635,1448,129,227,5,
338,3462,634,1422,131,265,5,
354,3464,634,1402,133,303,5,
371,3465,634,1387,134,343,5,
387,3467,635,1378,136,384,5,
404,3470,636,1374,138,427,5,
420,3473,639,1375,140,471,5,
437,3477,642,1381,142,517,5,
454,3482,646,1394,142,564,5,
471,3487,652,1410,141,613,5,
489,3494,658,1434,142,665,5,
507,3501,666,1460,141,717,5,
525,3510,676,1487,142,772,5,
544,3521,687,1524,142,829,5,
563,3534,701,1569,145,891,5,
582,3550,718,1616,146,952,5,
602,3569,738,1673,149,1019,5,
623,3593,763,1731,149,1084,5,
643,21,793,1802,148,1156,5,
664,57,830,1872,140,1222,5,
684,101,877,1977,98,1285,5,
707,132,911,2232,-77,597,5,
733,159,941,2437,-78,171,5,
761,193,977,2533,-20,72,5,
788,243,1028,2585,-28,12,5,
815,324,1111,2644,-39,-38,5,
840,475,1264,2717,-52,-95,5,
856,789,1580,2807,-60,-147,5,
862,1182,1976,2328,-175,-812,5,
812,2033,2834,269,-6,-125,5,
810,2028,2829,196,-3,-7,5,
810,2017,2818,124,-1,110,5,
810,2000,2801,53,0,229,5,
811,1977,2777,-16,0,348,5,
814,1945,2744,-85,0,468,5,
817,1909,2708,-212,8,509,5,
2759,1223,1,87,0,137,2,
2756,1223,1,157,0,248,2,
2751,1223,1,228,0,359,2,
2744,1223,1,300,0,471,2,
2736,1222,2,372,0,585,2,
2727,1222,2,445,2,700,2,
2716,1221,3,522,3,816,2,
2703,1204,21,598,5,923,2,
2704,3019,1805,389,0,646,2,
2708,3036,1788,184,0,260,2,
2709,3038,1787,86,0,139,2,
3358,2786,2700,26,2,125,6,
3360,2786,2700,35,1,199,6,
3364,2786,2700,43,0,274,6,
3368,2786,2700,53,0,349,6,
3373,2786,2700,64,0,425,6,
3378,2786,2700,76,0,503,6,
3385,2786,2700,89,0,583,6,
3393,2786,2700,102,0,665,6,
3402,2786,2700,114,-4,749,6,
3411,2786,2700,126,-2,836,6,
3422,2786,2700,140,-3,926,6,
3434,2786,2700,155,-5,1020,6,
3447,2786,2700,169,-4,1117,6,
3461,2786,2700,185,-5,1216,6,
3476,2786,2700,201,-5,1323,6,
3493,2786,2700,217,-5,1431,6,
3511,2785,2700,233,-5,1547,6,
3530,2785,2700,252,-8,1663,6,
3551,2785,2700,269,-5,1791,6,
3573,2785,2700,292,-13,1913,6,
3596,2785,2700,299,0,1981,6,
5,2786,2702,20,11,711,6,
9,2786,2701,119,0,350,6,
11,2786,2700,107,2,187,6,
340,416,831,-106,-4,276,1,
337,417,834,-61,-4,361,1,
334,420,838,-16,-2,446,1,
330,423,844,28,-5,532,1,
325,426,851,72,-2,620,1,
321,431,859,116,-1,709,1,
316,436,868,160,-1,800,1,
311,441,879,205,-5,892,1,
305,447,891,251,-4,996,1,
297,452,900,-1,16,895,1,
289,454,904,-341,-10,740,1,
279,454,905,-496,3,683,1,
3599,3406,3464,-61,0,179,3,
3599,3406,3467,-97,0,282,3,
3599,3406,3472,-134,0,385,3,
3599,3406,3478,-171,0,489,3,
3599,3406,3485,-209,0,595,3,
3599,3405,3493,-244,-3,703,3,
3599,3405,3503,-284,-2,812,3,
3599,3405,3515,-327,-4,925,3,
3599,3405,3527,-368,-5,1040,3,
3599,3405,3541,-407,-7,1158,3,
3599,3405,3557,-453,-5,1283,3,
3599,3405,3574,-494,-9,1407,3,
3599,3405,3593,-543,-2,1541,3,
0,3405,1,-186,14,664,3,
0,3405,3,-52,-4,181,3,
3595,2125,1991,1568,22,-1476,4,
3582,2131,1988,1108,375,-362,4,
3571,2133,1985,914,193,-382,4,
3561,2135,1981,924,133,-210,4,
3552,2136,1977,860,101,-153,4,
3544,2138,1972,836,96,-30,4,
3537,2139,1966,807,79,77,4,
3530,2141,1960,775,57,177,4,
3525,2142,1952,752,37,286,4,
3521,2144,1943,733,16,395,4,
3517,2145,1934,706,12,501,4,
3515,2147,1924,688,3,613,4,
3513,2148,1912,672,-4,726,4,
3513,2150,1900,659,-12,841,4,
3513,2152,1886,649,-17,957,4,
3514,2154,1872,641,-22,1076,4,
3516,2156,1856,636,-27,1199,4,
3519,2158,1840,634,-29,1322,4,
3523,2160,1822,640,-41,1454,4,
3528,2162,1803,528,23,1540,4,
3540,2165,1794,-383,61,1302,4,
3556,2165,1787,-797,-26,1300,4,
3574,2165,1781,-930,0,1279,4,
3592,2165,1777,-1039,-24,1288,4,
9,2169,1802,298,0,-191,4,
3,2169,1800,448,-1,-169,4,
0,2169,1800,320,-1,-143,4,
2842,1000,898,65,12,143,2,
2839,999,900,73,12,254,2,
2834,998,901,75,6,364,2,
2829,998,901,82,3,472,2,
2822,998,901,96,2,581,2,
2814,999,900,113,4,692,2,
2805,999,900,139,3,806,2,
2794,999,900,163,0,921,2,
2782,999,900,183,-2,1038,2,
2768,999,900,204,4,1161,2,
2753,998,901,226,-1,1285,2,
2737,998,901,247,3,1416,2,
2719,996,903,271,-7,1545,2,
2701,993,906,256,0,1506,2,
2704,2636,2863,10,-18,541,2,
2707,2716,2782,63,-10,200,2,
2707,2771,2727,60,1,64,2,
2759,498,1377,1436,18,-949,2,
2770,454,1421,1427,20,-932,2,
2788,427,1449,1426,20,-931,2,
2807,410,1467,1424,19,-930,2,
2824,397,1480,1374,21,-860,2,
2840,386,1490,1196,-23,-711,2,
2853,377,1500,1059,-50,-564,2,
2866,367,1509,982,-62,-460,2,
2876,357,1519,918,-63,-361,2,
2886,346,1529,851,-71,-266,2,
2895,336,1539,791,-72,-175,2,
2902,325,1550,730,-64,-87,2,
2909,313,1562,671,-51,1,2,
2914,301,1574,612,-35,90,2,
2919,289,1587,555,-16,178,2,
2923,275,1602,510,-20,273,2,
2925,260,1618,465,-22,368,2,
2928,243,1636,421,-22,463,2,
2929,225,1656,378,-20,560,2,
2930,204,1677,340,-20,660,2,
2930,182,1701,301,-21,761,2,
2930,158,1728,264,-20,863,2,
2930,131,1757,225,-14,972,2,
2930,101,1789,191,-11,1067,2,
2927,86,1806,-171,41,605,2,
2714,1886,5,201,0,-32,2,
2710,1884,7,342,0,-55,2,
2704,1875,16,485,0,-78,2,
2700,1891,0,357,-5,-48,2,
0,7,1762,3,3,215,4,
0,7,1766,4,5,354,4,
0,7,1772,6,5,493,4,
0,7,1779,8,4,632,4,
0,7,1788,14,0,771,4,
0,7,1797,6,-4,801,4,
3599,7,1800,-41,3,265,4,
652,2715,1886,514,-31,-334,5,
649,2699,1870,602,-25,-271,5,
647,2682,1851,690,-17,-208,5,
645,2664,1831,780,-8,-147,5,
643,2643,1808,879,-5,-88,5,
643,2632,1794,498,80,56,5,
644,2623,1785,324,-9,170,5,
646,2618,1780,181,-31,223,5,
649,2615,1777,75,-28,258,5,
653,2615,1777,-32,-15,292,5,
657,2617,1779,-142,-11,329,5,
661,2622,1785,-251,-11,369,5,
673,2636,1800,-261,-10,540,5,
681,2638,1802,-117,-14,660,5,
689,2637,1802,-54,2,743,5,
699,2636,1800,-53,15,826,5,
709,2636,1799,-77,10,917,5,
721,2635,1799,-106,5,1007,5,
734,2635,1799,-127,2,1099,5,
747,2636,1799,-140,5,1197,5,
762,2636,1799,-148,4,1299,5,
779,2636,1799,-157,5,1406,5,
796,2636,1799,-168,6,1515,5,
815,2636,1799,-180,5,1632,5,
835,2636,1799,-195,9,1749,5,
857,2635,1799,-207,4,1880,5,
880,2635,1798,-225,15,2003,5,
897,838,1,-216,0,1935,5,
888,856,19,-52,5,723,5,
882,847,10,-65,0,501,5,
878,841,4,-38,-2,360,5,
876,841,4,-23,-2,219,5,
2839,967,739,-61,6,197,2,
2836,968,739,24,9,291,2,
2831,965,742,109,12,386,2,
2825,958,749,194,14,482,2,
2819,947,761,281,15,582,2,
2811,929,779,364,18,678,2,
2802,902,807,469,-28,759,2,
2792,861,847,565,-50,850,2,
2781,819,890,446,63,1037,2,
2767,796,915,79,56,1242,2,
2751,773,937,-92,-15,1405,2,
2734,753,958,-207,9,1491,2,
2715,706,1005,-299,-10,1578,2,
2700,1712,0,-456,8,1395,2,
2706,2494,2817,-206,-17,451,2,
2709,2538,2773,8,-1,214,2,
2710,2588,2723,44,1,87,2,
290,591,1658,10010,233,-8403,4,
430,633,1725,10000,233,-8394,4,
563,718,1832,9990,233,-8386,4,
677,909,2043,9980,232,-8378,4,
728,1316,2471,9970,232,-8369,4,
670,1709,2883,9960,232,-8361,4,
555,1889,3083,9950,232,-8353,4,
422,1969,3186,9940,231,-8344,4,
283,2010,3251,9930,231,-8336,4,
142,2030,3300,9920,231,-8328,4,
3599,2038,3343,9910,231,-8319,4,
3457,2036,3384,9900,230,-8311,4,
3316,2021,3431,9890,230,-8303,4,
3176,1989,3491,9880,230,-8294,4,
3041,1920,3584,9871,230,-8286,4,
2920,1760,168,9861,229,-8278,4,
2851,1359,592,9851,229,-8269,4,
2898,901,1072,9841,229,-8261,4,
3013,703,1292,9831,229,-8253,4,
3145,622,1398,9821,229,-8245,4,
3283,584,1463,9811,228,-8236,4,
3423,566,1511,9802,228,-8228,4,
3563,561,1553,9792,228,-8220,4,
104,566,1595,9782,228,-8212,4,
243,582,1640,9772,227,-8204,4,
370,634,1724,10756,740,-6761,4,
489,722,1840,10745,739,-6754,4,
587,880,2023,10734,739,-6747,4,
641,1141,2309,10724,738,-6740,4,
623,1440,2632,10713,737,-6734,4,
544,1649,2867,10702,736,-6727,4,
434,1768,3012,10691,736,-6720,4,
323,1829,3093,10010,776,-5951,4,
203,1867,3158,10000,775,-5945,4,
80,1889,3212,9990,774,-5939,4,
3556,1899,3260,9980,773,-5933,4,
3432,1900,3307,9971,773,-5927,4,
3308,1888,3360,9961,772,-5921,4,
3186,1859,3424,9951,771,-5915,4,
3068,1802,3514,9941,770,-5909,4,
2961,1681,65,9931,770,-5903,4,
2884,1420,355,9921,769,-5897,4,
2881,1019,785,9911,768,-5891,4,
2954,745,1088,9901,767,-5885,4,
3060,618,1245,9891,767,-5880,4,
3176,557,1338,9881,766,-5874,4,
3297,527,1403,9871,765,-5868,4,
3419,515,1456,9861,764,-5862,4,
3542,514,1503,9852,763,-5856,4,
65,523,1550,9842,763,-5850,4,
186,543,1602,9832,762,-5844,4,
304,577,1663,9822,761,-5838,4,
418,634,1744,9812,760,-5833,4,
522,729,1861,9802,760,-5827,4,
607,890,2043,9793,759,-5821,4,
650,1143,2315,9783,758,-5815,4,
633,1422,2615,9773,757,-5809,4,
563,1623,2837,9763,757,-5804,4,
467,1743,2977,9753,756,-5798,4,
372,1806,3048,8878,1124,-4638,4,
267,1849,3104,8869,1123,-4633,4,
160,1878,3149,8860,1122,-4629,4,
52,1898,3186,8851,1121,-4624,4,
3543,1911,3220,8842,1119,-4619,4,
3433,1917,3252,8834,1118,-4615,4,
3323,1917,3286,8825,1117,-4610,4,
3214,1909,3324,8816,1116,-4605,4,
3105,1889,3371,8807,1115,-4601,4,
2999,1844,3442,8798,1114,-4596,4,
2898,1740,3570,8789,1113,-4592,4,
2819,1453,281,8781,1112,-4587,4,
2818,904,852,8772,1111,-4583,4,
2897,613,1166,8763,1109,-4578,4,
2997,508,1296,8754,1108,-4573,4,
3102,463,1367,8746,1107,-4569,4,
3210,442,1414,8737,1106,-4564,4,
3318,433,1452,8728,1105,-4560,4,
3427,433,1485,8719,1104,-4555,4,
3535,439,1517,8711,1103,-4551,4,
43,451,1550,8702,1102,-4546,4,
149,470,1586,8693,1101,-4541,4,
254,498,1629,8685,1099,-4537,4,
357,538,1682,8676,1098,-4532,4,
455,597,1754,8667,1097,-4528,4,
545,690,1859,8659,1096,-4523,4,
619,840,2019,8650,1095,-4519,4,
662,1067,2257,8641,1094,-4514,4,
657,1333,2533,8633,1093,-4510,4,
607,1545,2756,8624,1092,-4505,4,
529,1681,2903,8615,1091,-4501,4,
461,1742,2960,6825,1273,-2670,4,
384,1789,3008,6818,1271,-2667,4,
306,1824,3044,6811,1270,-2664,4,
226,1851,3072,6804,1269,-2662,4,
145,1873,3095,6797,1268,-2659,4,
64,1891,3114,6790,1266,-2656,4,
3582,1906,3131,6784,1265,-2654,4,
3500,1920,3145,6777,1264,-2651,4,
3418,1931,3158,6770,1262,-2648,4,
3335,1941,3170,6763,1261,-2646,4,
3253,1949,3182,6757,1260,-2643,4,
3170,1957,3193,6750,1259,-2641,4,
3087,1963,3204,6743,1257,-2638,4,
3005,1967,3217,6736,1256,-2635,4,
2922,1968,3231,6730,1255,-2633,4,
2840,1962,3254,6723,1254,-2630,4,
2758,1914,3316,6716,1252,-2627,4,
2726,424,1221,6709,1251,-2625,4,
2807,274,1387,6703,1250,-2622,4,
2889,259,1417,6696,1249,-2619,4,
2971,258,1433,6689,1247,-2617,4,
3053,261,1446,6683,1246,-2614,4,
3135,267,1458,6676,1245,-2612,4,
3217,274,1469,6669,1244,-2609,4,
3298,282,1480,6663,1242,-2606,4,
3380,291,1491,6656,1241,-2604,4,
3460,301,1504,6649,1240,-2601,4,
3541,313,1517,6643,1239,-2599,4,
21,327,1532,6636,1237,-2596,4,
101,343,1550,6629,1236,-2593,4,
180,362,1570,6623,1235,-2591,4,
258,385,1594,6616,1234,-2588,4,
318,432,1650,6694,1352,-818,4,
378,481,1709,6687,1351,-817,4,
433,543,1780,6681,1350,-816,4,
482,620,1867,6674,1348,-816,4,
521,716,1971,6667,1347,-815,4,
553,824,2087,6471,1250,-1383,4,
570,949,2220,6465,1249,-1382,4,
571,1081,2359,6459,1248,-1381,4,
555,1206,2493,6452,1246,-1379,4,
524,1316,2610,6446,1245,-1378,4,
481,1405,2708,6439,1244,-1377,4,
431,1477,2788,6433,1243,-1375,4,
374,1534,2853,6426,1241,-1374,4,
314,1579,2908,6420,1240,-1372,4,
250,1614,2953,6413,1239,-1371,4,
190,1637,2984,5763,958,-833,4,
129,1656,3012,5757,957,-832,4,
67,1671,3037,5751,956,-831,4,
5,1683,3060,5745,955,-830,4,
3542,1693,3082,5740,954,-830,4,
3495,1701,3107,4475,917,-1348,4,
3449,1706,3130,4471,916,-1347,4,
3401,1710,3155,4466,916,-1345,4,
3352,1711,3180,4462,915,-1344,4,
3304,1709,3206,4457,914,-1342,4,
3256,1705,3233,4453,913,-1341,4,
3209,1698,3263,4448,912,-1340,4,
3162,1687,3296,4444,911,-1338,4,
3115,1670,3333,4439,910,-1337,4,
3069,1648,3376,4435,909,-1336,4,
3025,1616,3427,4431,908,-1334,4,
2983,1571,3491,4426,907,-1333,4,
2944,1510,3571,4422,906,-1332,4,
2910,1423,76,4417,906,-1330,4,
2884,1305,212,4413,905,-1329,4,
2869,1156,380,4408,904,-1328,4,
2868,992,562,4404,903,-1326,4,
2882,841,731,4400,902,-1325,4,
2907,720,870,4395,901,-1324,4,
2941,632,977,4391,900,-1322,4,
2979,568,1059,4386,899,-1321,4,
3006,554,1091,2359,1170,-1183,4,
3030,547,1115,2175,1136,-1075,4,
3053,541,1137,2125,1128,-1054,4,
3076,538,1158,2022,1132,-971,4,
3098,535,1177,1990,1129,-911,4,
3119,534,1196,1935,1108,-852,4,
3139,534,1213,1889,1103,-809,4,
3159,535,1230,1851,1087,-762,4,
3178,536,1246,1815,1082,-724,4,
3196,538,1262,1790,1068,-685,4,
3213,540,1278,1744,1071,-625,4,
3230,543,1293,1733,1066,-594,4,
3247,546,1308,1711,1057,-604,4,
3264,550,1323,1710,1043,-577,4,
3280,554,1338,1714,1033,-558,4,
3297,558,1353,1726,1017,-537,4,
3313,562,1368,1778,1006,-524,4,
3329,565,1384,1801,989,-509,4,
3346,570,1401,1832,976,-499,4,
3362,574,1417,1868,955,-489,4,
3378,578,1434,1911,938,-485,4,
3395,582,1451,1959,911,-481,4,
3412,586,1469,2015,889,-484,4,
3429,590,1488,2080,858,-489,4,
3446,594,1507,2143,830,-497,4,
3464,599,1527,2225,796,-510,4,
3482,603,1547,2302,763,-527,4,
3501,607,1568,2392,727,-549,4,
3521,612,1590,2485,689,-574,4,
3541,617,1613,2582,647,-604,4,
3562,621,1637,2679,609,-653,4,
3584,627,1661,2777,560,-700,4,
5,629,1689,2997,199,-549,4,
18,632,1722,3173,120,306,4,
30,635,1758,3308,54,446,4,
42,638,1796,3351,68,530,4,
39,642,1817,1479,123,1105,4,
30,643,1834,1031,4,1266,4,
21,644,1850,902,-4,1330,4,
11,644,1865,790,-19,1334,4,
2,645,1877,677,53,1205,4,
3597,646,1887,587,69,679,4,
3595,645,1894,471,-5,422,4,
3594,645,1900,430,-12,284,4,
3595,645,1905,404,1,153,4,
3597,646,1909,379,17,22,4,
3599,645,1912,293,-3,-54,4,
0,646,1793,86,0,60,4,
0,646,1796,225,1,112,4,
0,646,1799,198,0,102,4,
3594,81,1618,-299,-170,819,4,
3591,80,1628,-139,-69,872,4,
3590,79,1638,-41,-16,905,4,
3589,79,1650,60,-7,962,4,
3589,79,1661,162,1,1023,4,
3590,79,1674,268,3,1089,4,
3593,78,1688,376,-8,1159,4,
3596,78,1703,480,-6,1229,4,
3599,78,1719,428,26,1395,4,
0,79,1738,292,28,1582,4,
0,79,1758,223,25,1733,4,
0,79,1780,226,-15,1864,4,
0,79,1801,213,0,1831,4,
3599,78,1809,34,-21,665,4,
3599,78,1813,56,0,401,4,
3599,78,1816,71,0,257,4,
0,78,1817,35,0,115,4,
3599,3548,2641,-24,-1,214,6,
3599,3548,2645,-33,0,345,6,
3599,3548,2651,-43,0,476,6,
3599,3548,2658,-54,-2,609,6,
3599,3547,2666,-63,-5,743,6,
3599,3547,2676,-78,-6,879,6,
3599,3547,2688,-95,-3,1021,6,
0,3547,2698,-61,5,813,6,
0,3548,2701,7,14,218,6,
214,787,899,-36,0,176,1,
211,787,899,-51,0,258,1,
207,787,899,-67,0,341,1,
202,787,899,-83,0,425,1,
196,787,899,-100,0,510,1,
189,787,899,-115,-1,597,1,
181,787,899,-134,0,687,1,
172,787,899,-153,0,778,1,
161,787,899,-173,-4,873,1,
150,787,899,-193,-3,970,1,
137,787,899,-212,-4,1071,1,
124,787,899,-233,-6,1176,1,
109,787,899,-254,-5,1284,1,
92,787,899,-277,-6,1398,1,
75,787,899,-300,-7,1513,1,
56,787,899,-326,-5,1637,1,
35,787,899,-348,-11,1759,1,
13,787,899,-380,-3,1896,1,
3597,787,899,-244,2,1292,1,
3588,787,899,-155,0,776,1,
3584,787,899,-94,0,438,1,
3580,787,899,-40,-4,303,1,
3579,787,899,-33,3,163,1,
3485,3420,2542,1908,536,-2211,4,
3500,3431,2513,1907,536,-2209,4,
3514,3442,2482,1905,535,-2207,4,
3528,3453,2452,1903,535,-2205,4,
3543,3462,2422,1901,534,-2203,4,
3558,3471,2392,1899,534,-2200,4,
3574,3478,2363,1897,533,-2198,4,
3590,3485,2334,1895,533,-2196,4,
3597,3445,1750,255,-37,38,4,
3599,3445,1752,121,16,168,4,
0,3445,1755,-34,13,306,4,
0,3445,1760,-126,-4,419,4,
0,3445,1767,-176,-10,545,4,
0,3445,1775,-204,-10,681,4,
0,3444,1785,-232,-14,819,4,
0,3444,1796,-262,-2,953,4,
0,3444,1802,-156,-3,512,4,
3599,3444,1804,-42,-4,166,4,
3599,617,3554,124,1,67,3,
3599,617,3557,245,2,131,3,
3599,617,3562,366,3,196,3,
3599,617,3568,487,2,261,3,
3599,617,3576,609,0,327,3,
3599,617,3586,730,-3,394,3,
0,617,3596,815,-8,434,3,
0,617,0,286,10,125,3,
3599,513,2658,81,1,65,6,
3599,513,2661,189,2,151,6,
3599,514,2666,297,2,237,6,
3599,514,2672,405,2,323,6,
3599,514,2679,513,0,410,6,
3599,514,2688,621,-3,498,6,
0,513,2697,619,-5,486,6,
0,514,2701,199,9,130,6,
221,976,899,64,11,71,1,
219,977,899,58,10,158,1,
216,977,900,45,3,244,1,
212,977,900,43,-1,326,1,
208,977,900,50,-3,409,1,
202,977,899,62,-2,493,1,
195,976,899,77,-1,579,1,
187,976,899,90,-4,667,1,
179,976,899,101,-2,758,1,
169,976,899,115,-2,851,1,
158,976,899,127,-5,948,1,
146,976,899,140,-3,1048,1,
132,976,899,156,-5,1150,1,
118,976,899,170,-6,1258,1,
102,976,899,184,-6,1368,1,
85,976,899,199,-5,1486,1,
66,976,899,216,-8,1603,1,
46,976,899,231,-5,1732,1,
25,976,899,251,-13,1856,1,
2,976,899,257,0,1913,1,
3594,976,898,3,9,685,1,
3591,976,898,103,0,321,1,
3589,976,899,59,0,163,1,
3593,3557,1429,1181,196,-935,1,
0,3556,871,-3,2,107,1,
0,3556,874,-16,1,246,1,
0,3556,879,-28,0,386,1,
0,3556,885,-40,0,527,1,
0,3556,892,-51,0,669,1,
0,3556,899,-65,-5,563,1,
0,3585,3550,-293,-33,2126,3,
3598,3584,3585,-170,34,2236,3,
3599,3584,2,76,-8,1428,3,
0,3584,11,60,7,785,3,
0,3584,18,-7,0,584,3,
0,3585,23,-40,4,445,3,
0,3585,26,-27,4,301,3,
0,3585,28,-2,0,158,3,
2908,1867,900,193,-1,-19,2,
2904,1867,900,278,-1,-29,2,
2900,1867,900,364,-1,-41,2,
2895,1867,900,450,0,-53,2,
